en,de,description,file,hash
"Most visitors do not like CAPTCHAS, so it is recommended to use it only if you have problems with spam. If a CAPTCHA is enabled and you want to disable it on a certain form, please use the following method:","Die meisten Besucher mögen keine CAPTCHAS, daher wird empfohlen, sie nur zu verwenden, wenn Sie Probleme mit Spam haben. Wenn ein CAPTCHA aktiviert ist und Sie es auf einem bestimmten Formular deaktivieren möchten, verwenden Sie bitte die folgende Methode:",,site/modules/FrontendForms/FrontendForms.module,adef035ce4d4b3a4429ad4f3816e0c9f
"Image width",Bildbreite,,site/modules/FrontendForms/FrontendForms.module,6fed80a8c8ded2f5e14a687e4a443abc
"Please enter the width of the CAPTCHA image.","Bitte geben Sie die Breite des CAPTCHA-Bildes ein.",,site/modules/FrontendForms/FrontendForms.module,d3d1465e3f3487c41ab326e01b1af0f5
"Please enter the height of the CAPTCHA image.","Bitte geben Sie die Höhe des CAPTCHA-Bildes ein.",,site/modules/FrontendForms/FrontendForms.module,31ae3fed05208e141c7d53e5ba81f7b3
"Image height",Bildhöhe,,site/modules/FrontendForms/FrontendForms.module,2aa3aa9d021c7cfffb5afa08f52fbc51
Offset,=,,site/modules/FrontendForms/FrontendForms.module,dfd0a82c4bf37b1e90b690a22a20692e
"Please set the offset in px for the puzzle piece.","Bitte stellen Sie den Offset in px für das Puzzleteil ein.",,site/modules/FrontendForms/FrontendForms.module,768eca1ed547eca00ccf011d5965dcf3
"The lower the value, the more precisely the puzzle piece must be placed (highest allowed value: 25)","Je niedriger der Wert, desto genauer muss das Puzzleteil platziert werden (höchst möglicher Wert: 25)",,site/modules/FrontendForms/FrontendForms.module,125e79ecb78f0bd719a4f1ce1d0b0bcd
"Please enter a simple question.","Bitte geben Sie eine einfache Frage ein.",,site/modules/FrontendForms/FrontendForms.module,43741f6690a2e9fdfeb31bec1256a6e3
Question,Frage,,site/modules/FrontendForms/FrontendForms.module,a97ea56b0e00b2379736ae60869ff66a
"The question should be as simple as possible.","Die Frage sollte so einfach wie möglich zu beantworten sein.",,site/modules/FrontendForms/FrontendForms.module,26deae250b75041ac95356308282b3cd
"For example: What color has a green apple?","Zum Beispiel: Welche Farbe hat ein grüner Apfel",,site/modules/FrontendForms/FrontendForms.module,9ab98b4c1aeeff244bb72c7c32a24bb3
"Please enter various accepted answers (each on a separate line!!).","Bitte geben Sie verschiedene akzeptierte Antworten ein (jede in eine eigene Zeile!!).",,site/modules/FrontendForms/FrontendForms.module,2a7d24a0ec9fd2aa89bf61daf2cfd703
"Accepted answers","Akzeptierte Antworten",,site/modules/FrontendForms/FrontendForms.module,cce75deb233360295f6767182c938f32
"You can enter as many possible answers as you want, but at least one. You do not have to pay attention to upper and lower case letters (For example: ""Green"" ist the same as ""green"").","Sie können so viele Antworten eingeben, wie Sie möchten, aber mindestens eine muss eingegeben werden. Sie müssen nicht auf Groß- und Kleinschreibung achten (zum Beispiel: ""Grün"" ist dasselbe wie ""grün"").",,site/modules/FrontendForms/FrontendForms.module,0a21b20cae23f15cb9670eaa9a43c176
"Enter serveral answers (each on a new line) that will be accepted. For example: green, color green, is green","Geben Sie mehrere Antworten ein, die akzeptiert werden (jede in einer neuen Zeile). Zum Beispiel: grün, Farbe grün, ist grün",,site/modules/FrontendForms/FrontendForms.module,718ff6327d50b46b85385ef573e025b9
"Image background settings","Einstellungen für den Bildhintergrund",,site/modules/FrontendForms/FrontendForms.module,ee19916811cfab5d6de311e94d3c49a9
"Set the styling of the background for the CAPTCHA image.","Legen Sie das Design des Hintergrunds für das CAPTCHA-Bild fest.",,site/modules/FrontendForms/FrontendForms.module,1d44ca6ef8dd52497b29a9c37f76eaf2
"Random or custom colors","Zufällige oder benutzerdefinierte Farben",,site/modules/FrontendForms/FrontendForms.module,f25c9776cc2d89abe89e9fa7f2281652
"Select if you want to use (a) certain color(s) or (a) random color(s) for the background.","Wählen Sie aus, ob Sie (eine) bestimmte Farbe(n) oder (eine) zufällige(n) Farbe(n) für den Hintergrund verwenden möchten.",,site/modules/FrontendForms/FrontendForms.module,71c08e5d1f7f44044a094b39bf5e565a
"If you want to adapt the color(s) to your project design, it is recommended to use custom color(s) instead of random.","Wenn Sie die Farbe(n) an Ihr Projektdesign anpassen möchten, wird empfohlen, benutzerdefinierte Farbe(n) anstelle von zufälligen Farben zu verwenden.",,site/modules/FrontendForms/FrontendForms.module,55d725efd297c4b468dc7518cc40eb82
"Custom color(s)","Benutzerdefinierte Farbe(n)",,site/modules/FrontendForms/FrontendForms.module,ebabdd05abebec507a4c6ef7146dcaba
"Random color(s)","Zufällige Farbe(n)",,site/modules/FrontendForms/FrontendForms.module,d120d366f6a0e5056d21f11cc3559ff9
"Number of colors","Anzahl der Farben",,site/modules/FrontendForms/FrontendForms.module,99274ce1196f2c3e23a38225b8bbed64
"Select how much random colors should be used for the background","Wählen Sie aus, wie viele zufällige Farben für den Hintergrund verwendet werden sollen",,site/modules/FrontendForms/FrontendForms.module,587cc4e09504f450da1a3b95a6092fe9
"If set to 0, then there is no limit for the colors, but it is recommended not to set the value too high. A good starting point will be 5.","Wenn der Wert auf 0 gesetzt ist, gibt es keine Begrenzung für die Farben, aber es wird empfohlen, den Wert nicht zu hoch einzustellen. Ein guter Ausgangspunkt ist 5.",,site/modules/FrontendForms/FrontendForms.module,9b8f7d9269ac6709628797704e7a4b77
"The color(s) for the background","Die Farbe(n) für den Hintergrund",,site/modules/FrontendForms/FrontendForms.module,9b046f93a31816c966e27f64b05d9cd7
"Set the colors for the background in HEX color format (fe #ddd). Each color must be written on a new line.","Geben Sie die Farben für den Hintergrund im HEX-Farbformat ein (zB #ddd). Jede Farbe muss in eine neue Zeile geschrieben werden.",,site/modules/FrontendForms/FrontendForms.module,76fe7dd3b8f82c279b2763d6ca04bc22
"At least one color is required, but it is recommended to use more than 1 color to make the background more inhomogeneous and therefore more difficult for spam bots to read the content","Mindestens eine Farbe ist erforderlich. Es wird jedoch empfohlen, mehr als 1 Farbe zu verwenden, um den Hintergrund inhomogener zu gestalten und somit für Spam-Bots das Lesen des Inhalts zu erschweren.",,site/modules/FrontendForms/FrontendForms.module,3ba79bd84460b3fc81eebc4843037163
"Character settings",Zeichen-Einstellungen,,site/modules/FrontendForms/FrontendForms.module,afed711430f187894468d6b1f4aa183d
"Set the styling of the text (character string or calculation) based on your own preferences.","Legen Sie die Gestaltung des Textes (Zufallstext oder Berechnung) nach Ihren eigenen Vorlieben fest.",,site/modules/FrontendForms/FrontendForms.module,283c028cbe75c4877a15759ac4930553
"Refresh all font files","Aktualisieren Sie alle Schriftartdateien",,site/modules/FrontendForms/FrontendForms.module,472cc19d33b43f35dcd12ec4cb24caa7
"Font family",Schriftart,,site/modules/FrontendForms/FrontendForms.module,4c0ff9700cc0ef77c92b2627bdcd1fb8
"Select the font family for the text.","Wählen Sie die Schriftart für den Text aus.",,site/modules/FrontendForms/FrontendForms.module,8f4bd2facb32186e5968770712baddd0
"If there are no files available in the input field or you have transferred the site, please click the button below to refresh all font files.","Wenn im Eingabefeld keine Dateien verfügbar sind oder Sie die Seite übertragen haben, klicken Sie bitte auf die Schaltfläche unten, um alle Schriftartdateien zu aktualisieren.",,site/modules/FrontendForms/FrontendForms.module,8c521358e299e7318acc203ed1db0ea1
"Font size",Schriftgröße,,site/modules/FrontendForms/FrontendForms.module,c4943062b634c56348c67fdebba808eb
"Set the font size for the text.","Legen Sie die Schriftgröße für den Text fest.",,site/modules/FrontendForms/FrontendForms.module,60973eb094a3786a796064423aa20426
"Font color",Schriftfarbe,,site/modules/FrontendForms/FrontendForms.module,ad32ba59a021a0d085e49b3659b49a61
"Set the color for the text.","Legen Sie die Schriftfarbe für den Text fest.",,site/modules/FrontendForms/FrontendForms.module,27809ad6c5bcee11ff20693795d45b0c
"Please enter a valid HEX color code.","Bitte geben Sie einen gültigen HEX-Farbcode ein.",,site/modules/FrontendForms/FrontendForms.module,ffa799e120c7103672b4557e76df0f8a
Characterset,Zeichensatz,,site/modules/FrontendForms/FrontendForms.module,5f3ecf11d83ac2aa0b53a9bbeea203d0
"Enter the characters, that should be used to create a random text for CAPTCHAS.","Geben Sie die Zeichen ein, die verwendet werden sollen, um einen zufälligen Text für CAPTCHAS zu erstellen.",,site/modules/FrontendForms/FrontendForms.module,6a85062d0c804b4c5adf43fa1ca5aed5
"Number of characters","Anzahl der Zeichen",,site/modules/FrontendForms/FrontendForms.module,c1a1e703a48e07a079ac1ccb0f0d8aa0
"Enter the number of character you want the text to consist of (A recommended value is 4 or 5).","Geben Sie die Anzahl der Zeichen ein, aus denen der Text bestehen soll (ein empfohlener Wert ist 4 oder 5).",,site/modules/FrontendForms/FrontendForms.module,fb1c8d142fac600867b13d5f067ed462
"Characters not in one line","Zeichen nicht in einer Zeile",,site/modules/FrontendForms/FrontendForms.module,15a582488065b792fb92fe9386197434
"Position characters randomly","Zeichen per Zufallsprinzip positionieren",,site/modules/FrontendForms/FrontendForms.module,860dc181140a829f649a0755ae31d021
"If checked, the characters the text consists of will not be displayed in one line. They will be displayed randomly in various positions and angles (recommended).","Wenn diese Option aktiviert ist, werden die Zeichen, aus denen der Text besteht, nicht in einer Zeile angezeigt. Sie werden zufällig in verschiedenen Positionen und Winkeln angezeigt (empfohlen).",,site/modules/FrontendForms/FrontendForms.module,c37d99f65e8e2085868792f5e1f4b5ff
"Distortion lines",Verzerrungslinien,,site/modules/FrontendForms/FrontendForms.module,4beb44eafdd5231978423b469bd971a1
"Add distortion lines over the image to make it more difficult for spam bots to read the content.","Fügen Sie Verzerrungslinien über dem Bild hinzu, um Spam-Bots das Lesen des Inhalts zu erschweren.",,site/modules/FrontendForms/FrontendForms.module,e7e24b0cf5186dc4c18173adbd031c94
"Number of distortion lines","Anzahl der Verzerrungslinien",,site/modules/FrontendForms/FrontendForms.module,8519b96a86ba24b5f6883b8200b91b9f
"Set how many lines should be drawn over the image.","Wählen Sie aus, wieviele Linien über das Bild gezogen werden sollen.",,site/modules/FrontendForms/FrontendForms.module,72d25d42255fc8d96adbfd4c5e9ba8f2
"If set to 0 then this feature is disabled. Max number is 100. You can enter the number in steps of 5. Afterwards check it on the frontend by refreshing the CAPTCHA multiple times, if the amount of lines is too low or to high.","Wenn der Wert auf 0 gesetzt wird, dann ist diese Funktion deaktiviert. Die maximale Anzahl ist 100. Sie können die Anzahl in 5er-Schritten eingeben. Überprüfen Sie anschließend im Frontend, indem Sie das CAPTCHA mehrmals aktualisieren, ob die Anzahl der Zeilen zu niedrig oder zu hoch ist.",,site/modules/FrontendForms/FrontendForms.module,14e239cd93d64e4390ed975a753bfaf3
"Select if you want to use (a) certain color(s) or (a) random color(s) for the lines.","Wählen Sie aus, ob Sie (eine) bestimmte Farbe(n) oder (eine) zufällige Farbe(n) für die Linien verwenden möchten.",,site/modules/FrontendForms/FrontendForms.module,491a6cac8541cc78d7925c3ceef7f024
"Custom colors","Benutzerdefinierte Farben",,site/modules/FrontendForms/FrontendForms.module,4d242c36821c23128c3179f40c446885
"Random colors","Zufällige Farben",,site/modules/FrontendForms/FrontendForms.module,62bb385691974ed7640884c322b44caa
"Select how much random colors should be used for the lines.","Wählen Sie aus, wie viele zufällige Farben für die Linien verwendet werden sollen.",,site/modules/FrontendForms/FrontendForms.module,f630b4caba21e4aaffa8ae4f44336dd5
"If you enter the value 0, then the number of colors used is equal to the number of distortion lines. On the other hand, the entered value corresponds to the number of colors that are used.","Wenn Sie den Wert 0 eingeben, entspricht die Anzahl der verwendeten Farben der Anzahl der Verzerrungslinien. Andererseits entspricht der eingegebene Wert der Anzahl der verwendeten Farben.",,site/modules/FrontendForms/FrontendForms.module,84b49b3ce15277fa4de2a0f77d0fe387
"The color(s) for the lines above the image","Die Farbe(n) für die Linien über dem Bild",,site/modules/FrontendForms/FrontendForms.module,b9907f099940b663fa9e076f641480cd
"Set the colors for the lines in HEX color format (fe #000). Each color must be written on a new line.","Geben Sie die Farben für die Linien im HEX-Farbformat ein (zB #000). Jede Farbe muss in eine neue Zeile geschrieben werden.",,site/modules/FrontendForms/FrontendForms.module,5e91bb7b7d7257ccb7a9c60771ef7012
"At least one color is required, but it is recommended to use more than 1 color to make the lines more inhomogeneous and therefore more difficult for spam bots to read the content.","Mindestens eine Farbe ist erforderlich, es wird jedoch empfohlen, mehr als 1 Farbe zu verwenden, um die Linien inhomogener zu gestalten und somit für Spam-Bots das Lesen des Inhalts zu erschweren.",,site/modules/FrontendForms/FrontendForms.module,511caa2f1e3219908a3597d4f5288adf
"Image filters",Bildfilter,,site/modules/FrontendForms/FrontendForms.module,48bcdf367c079bbfc5f5233f6432bd9e
"Add filters to images to make it more difficult to identify the content.","Fügen Sie Filter zu Bildern hinzu, um die Erkennung des Inhalts zu erschweren.",,site/modules/FrontendForms/FrontendForms.module,6dd9fd1b2f363d2d5c5e8365f429891f
Blur,Verwischen,,site/modules/FrontendForms/FrontendForms.module,8b52de510bc5497ac43abfe566be48ab
"Blur the image by selecting the blur value: The higher the value, the stronger the blur effect.","Verwischen Sie das Bild, indem Sie den Unschärfewert auswählen: Je höher der Wert, desto stärker der Unschärfeeffekt.",,site/modules/FrontendForms/FrontendForms.module,bbef5aa6cc8511a8edca9773fa084861
"If you enter the value 0, then the blur effect is disabled. The maximum value is 10.","Wenn Sie den Wert 0 eingeben, wird der Blur-Effekt deaktiviert. Der Maximalwert beträgt 10.",,site/modules/FrontendForms/FrontendForms.module,7d80c2f87c30b8aa210c4bb6650f4a1a
Pixelate,Verpixeln,,site/modules/FrontendForms/FrontendForms.module,ede099ef4618afd096177ccb467e265e
"Pixelate the image by selecting the pixelate value: The higher the value, the stronger the pixelate effect.","Verpixeln Sie das Bild, indem Sie den Verpixelungswert auswählen: Je höher der Wert, desto stärker der Verpixelungseffekt.",,site/modules/FrontendForms/FrontendForms.module,b2dad63dabd1b3e13d1da4808e29ef1e
"If you enter the value 0, then the pixelate effect is disabled. The maximum value is 5.","Wenn Sie den Wert 0 eingeben, wird der Pixeleffekt deaktiviert. Der Maximalwert beträgt 5.",,site/modules/FrontendForms/FrontendForms.module,bbe0703acd4b287327a3656e78aca3dc
Grayscale,Graustufen,,site/modules/FrontendForms/FrontendForms.module,d3f6975213fb5546d8486b54b025dbd7
"Remove colors from the image","Entfernen Sie Farben aus dem Bild",,site/modules/FrontendForms/FrontendForms.module,4aa81c1497ba7c1440416a9141c944ed
"By clicking the box, all colors of the image will be removed.","Durch Anklicken des Kästchens werden alle Farben des Bildes entfernt.",,site/modules/FrontendForms/FrontendForms.module,7aee2ffca0b08af0d124bbfb2a4cfa4d
"Measure 6: Password field settings","Maßnahme 6: Passwortfeldeinstellungen",,site/modules/FrontendForms/FrontendForms.module,5ee3e61a7f764ca8a3bd077cf845e39b
"Increase site security by checking passwords against a blacklist of popular passwords. This is useful if you offer user registration on your site to prevent users entering unsafe passwords.","Erhöhen Sie die Sicherheit Ihrer Website, indem Sie Passwörter mit einer Blacklist beliebter Passwörter vergleichen. Dies ist nützlich, wenn Sie eine Benutzerregistrierung auf Ihrer Website anbieten, um zu verhindern, dass Benutzer unsichere Passwörter verwenden.",,site/modules/FrontendForms/FrontendForms.module,133caad862ece632e59451e3b1cd6c07
"Password blacklist","Passwörter Blacklist",,site/modules/FrontendForms/FrontendForms.module,1d7943b0b5369c708f0b1940e07ae03e
"Enter passwords, that are forbidden (each on a new line).","Geben Sie Passwörter ein, die verboten sind (jeder Eintrag in einer neuen Zeile).",,site/modules/FrontendForms/FrontendForms.module,0d115dd1fb4cf58b2ec6dc7822f3a88c
"This list will be used by the ""safePassword"" validator to validate a password field against unsafe passwords.","Diese Liste wird vom ""safePassword""-Validator verwendet, um ein Passwortfeld gegen unsichere Passwörter zu validieren.",,site/modules/FrontendForms/FrontendForms.module,ce1c6c0ced054ae23a321c48b45ac302
"The validator returns false, if the password was found on the blacklist, otherwise true.","Der Validator gibt false zurück, wenn das Passwort auf der Blacklist gefunden wurde, ansonsten true.",,site/modules/FrontendForms/FrontendForms.module,b6cf1acd91e352816808c3913e07c5d1
"The list will be populated automatically with appropriate passwords from the top 100 passwords list below, but you can add your own passwords too - They will not get overwritten during the blacklistlist update.","Die Liste wird automatisch mit den passenden Passwörtern aus der Top-100-Passwortliste weiter unten abgeglichen, aber Sie können auch Ihre eigenen Passwörter hinzufügen – diese werden während der Aktualisierung der Blacklist nicht überschrieben.",,site/modules/FrontendForms/FrontendForms.module,d790ea07d2e07faf567a50419d39dca2
"Current number of entries in the blacklist: %s.","Aktuelle Anzahl der Einträge in der Blacklist: %s.",,site/modules/FrontendForms/FrontendForms.module,993f2e329f72b2d0870250b5c50f5d73
"Last update of the blacklist: %s.","Letzte Aktualisierung der Blacklist: %s.",,site/modules/FrontendForms/FrontendForms.module,bb2213b318964547475f73f3fb953dc0
"List of top 100 most common passwords","Liste der 100 häufigsten Passwörter",,site/modules/FrontendForms/FrontendForms.module,1a2221effd2dd07046ab56d166bcce74
"The passwords in the list below are unsafe and a serious security issue for each account on your site.","Die Passwörter in der folgenden Liste sind unsicher und stellen ein ernsthaftes Sicherheitsproblem für jedes Konto auf Ihrer Website dar.",,site/modules/FrontendForms/FrontendForms.module,6b79473f36991081d423f6513a123adf
"All passwords were taken from %s (Open Web Application Security Project).","Alle Passwörter wurden von %s (Open Web Application Security Project) übernommen.",,site/modules/FrontendForms/FrontendForms.module,d0b42da605a0606ecd8fa960841ce7af
"Source of the passwords: %s","Quelle der Passwörter: %s",,site/modules/FrontendForms/FrontendForms.module,77c85a1a4109581578458405b756c2e9
"Please note:","Bitte beachten Sie:",,site/modules/FrontendForms/FrontendForms.module,46889411c124e301871882ff4073fc92
"Only passwords that matches your password requirements will be added to the blacklist after pressing the update button or during the automatic update.","Nur Passwörter, die Ihren Passwortanforderungen entsprechen, werden nach dem Drücken des Update-Button oder während des automatischen Updates zur Blacklist hinzugefügt.",,site/modules/FrontendForms/FrontendForms.module,59b1ad05932fd2b86fc45b0e09b198df
"Passwords which do not fulfill your password requirements, do not need to be on the list and will be filtered out before. The blacklist should be as short as possible to prevent performance issues.","Passwörter, welche Ihre Passwortanforderungen nicht erfüllen, müssen nicht auf der Liste stehen und werden vorher ausgefiltert. Die Blacklist sollte so kurz wie möglich sein, um Performance-Probleme zu vermeiden.",,site/modules/FrontendForms/FrontendForms.module,458339b982f4d2daa634c9b1e9d089fb
"If your blacklist is very long, it would be better to increase the password requirements.","Sollte Ihre Blacklist sehr lang sein, so wäre es ratsam, die Passwortanforderungen zu erhöhen.",,site/modules/FrontendForms/FrontendForms.module,a25acf3cd1f2fdd333d1303edb97e150
"If no passwords from this list will be added does not mean that it would not work - it means that your password requirements are high enough to filter out all of these passwords before.","Wenn keine Passwörter aus dieser Liste zur Blacklist hinzugefügt werden, bedeutet das nicht, dass es nicht funktionieren würde – es bedeutet, dass Ihre Passwortanforderungen hoch genug sind, um alle diese Passwörter vorher herauszufiltern.",,site/modules/FrontendForms/FrontendForms.module,f9fbc00e63ce069fc76155e22f858b11
"Current password requirements settings:","Aktuelle Einstellungen für Passwortanforderungen:",,site/modules/FrontendForms/FrontendForms.module,96823f990b24a8434d6f384f886cac1f
"A password must contain at least one of the following characters:","Ein Passwort muss mindestens eines der folgenden Zeichen enthalten:",,site/modules/FrontendForms/FrontendForms.module,27c0974a7e22792e2c0e27e54f96e9c6
"No password requirements have been set!","Es wurden keine Passwortanforderungen festgelegt!",,site/modules/FrontendForms/FrontendForms.module,979083b28045c36b48be1d5fa27be1a5
"To the password field edit page","Zur Bearbeitungsseite des Passwortfeldes",,site/modules/FrontendForms/FrontendForms.module,ae7850d0d0d0551097e9f426b2bfde13
here,hier,,site/modules/FrontendForms/FrontendForms.module,6c92285fa6d3e827b198d120ea3ac674
"If you have the permission to change the password requirements, you can do it %s.","Wenn Sie die Berechtigung haben, die Passwortanforderungen zu ändern, können Sie dies %s tun.",,site/modules/FrontendForms/FrontendForms.module,845532b7dd03d16d0343c17a7311c660
"The password list will be checked once a month automatically if something has been changed on GitHub.","Die Passwortliste wird einmal im Monat automatisch überprüft, ob sich auf GitHub etwas geändert hat.",,site/modules/FrontendForms/FrontendForms.module,93cbe1827920bbdd2573c4ae92a7950c
"Last download date: %s (%s).","Datum des letzten Downloads: %s (%s).",,site/modules/FrontendForms/FrontendForms.module,28ecd261247fe6c61a385d3ab4fc2685
"Last modification date on GitHub: %s (%s).","Datum der letzten Änderung auf GitHub: %s (%s).",,site/modules/FrontendForms/FrontendForms.module,b96ea78424deca4e1032adb0802d1412
"Last automatic check for passwords via CronJob: %s (%s).","Letzte automatische Passwortüberprüfung mittels CronJob: %s (%s).",,site/modules/FrontendForms/FrontendForms.module,b902686b3f281acb10482c7d26fa8f87
"After the check, all passwords that fulfill your password requirements and are not on your blacklist, will be added automatically.","Nach der Prüfung werden alle Passwörter, die Ihre Passwortanforderungen erfüllen und nicht auf Ihrer Blacklist stehen, automatisch zu dieser hinzugefügt.",,site/modules/FrontendForms/FrontendForms.module,6bc6e0d1f764efb00040aac49eaaec53
"You do not need to add them manually.","Sie müssen diese nicht manuell hinzufügen.",,site/modules/FrontendForms/FrontendForms.module,e3ffe31b2046f8826e95d725ebaef1fd
"If you do not want to wait until the next automatic update, you can update your blacklist manually by pressing the button below.","Wenn Sie nicht bis zur nächsten automatischen Aktualisierung warten möchten, können Sie Ihre Blacklist manuell aktualisieren, indem Sie auf den Button ""Blacklist manuell aktualisieren"" klicken.",,site/modules/FrontendForms/FrontendForms.module,e912e71e62f77e3fffe781d3c91974fd
"Update blacklist manually","Blacklist manuell aktualisieren",,site/modules/FrontendForms/FrontendForms.module,6329ceb780aab5da57c1c79443c73c39
"Top 100 most common passwords in %s (Last list update on GitHub: %s)","Die 100 häufigsten Passwörter in %s (Letzte Aktualisierung der Liste auf GitHub: %s)",,site/modules/FrontendForms/FrontendForms.module,417a20d3e4484f039e5b24f93d03da6e
"Passwords with a colored background are on your blacklist.","Passwörter mit einem farbigen Hintergrund befinden sich bereits auf Ihrer Blacklist.",,site/modules/FrontendForms/FrontendForms.module,99de8df35b1830663c49b938281472c3
"Sorry, but the file passwords.txt does not exist. Please press the update button above.","Leider existiert die Datei passwords.txt nicht. Bitte klicken Sie oben auf den ""Blacklist manuell aktualisieren"" Button.",,site/modules/FrontendForms/FrontendForms.module,572d75e94ed50b9994a0d578b2c553ce
"Measure 7: HTML5 browser validation","Maßnahme 7: HTML5 Browser Validierung",,site/modules/FrontendForms/FrontendForms.module,9d9f46a2c4ba5210752aef4b7d02a010
"Use HTML5 browser validation in addition to server side validation.","Verwenden Sie zusätzlich zur serverseitigen Validierung die HTML5-Browservalidierung",,site/modules/FrontendForms/FrontendForms.module,24f55ddac7dd6ef394098749b8a036c8
"Enable HTML5 browser validation in addition to the server side validation.","Aktivieren Sie die HTML5-Browservalidierung zusätzlich zur serverseitigen Validierung.",,site/modules/FrontendForms/FrontendForms.module,c5a17e8c2b7f04018408ec66aa34c363
"Enable HTML 5 browser validation","Aktivieren Sie die HTML 5-Browservalidierung",,site/modules/FrontendForms/FrontendForms.module,42042bf663dfeb3433bc58011513377f
"If the box is checked, the form will be validated by the browser at the frontend using HTML5 attributes","Wenn das Kontrollkästchen aktiviert ist, wird das Formular vom Browser im Frontend mithilfe von HTML5-Attributen validiert",,site/modules/FrontendForms/FrontendForms.module,12bdfe265ea4f08d713dc1e7531573d8
"The form will be validated on the server in any case, but you can also use HTML5 browser validation so that the form values are validated before they are sent to the server.","Das Formular wird in jedem Fall auf dem Server validiert, aber Sie können auch die HTML5-Browservalidierung verwenden, damit die Formularwerte auch validiert werden, bevor sie an den Server gesendet werden.",,site/modules/FrontendForms/FrontendForms.module,b78ab1cd18483245a5ab325e6b209ed0
"Measure 8: Stop words to identify SPAM texts","Maßnahme 8: Stoppwörter zur Identifizierung von SPAM-Texten",,site/modules/FrontendForms/FrontendForms.module,25b3f0eaa795100fe4f9c24291ec3f15
"Define some stop words that can be checked via the ""checkContentForSpam"" validator.","Definieren Sie einige Stoppwörter, die über den Validator ""checkContentForSpam"" überprüft werden können.",,site/modules/FrontendForms/FrontendForms.module,7123d891b4eff7c50e0b9306bc457b69
"STOP word list",STOP-Wortliste,,site/modules/FrontendForms/FrontendForms.module,b44b67b26c628993f0fef14e305a1fba
"Enter words that are not allowed in texts (each on a new line).","Geben Sie Wörter ein, die in Texten nicht erlaubt sind (jedes Wort in einer neuen Zeile).",,site/modules/FrontendForms/FrontendForms.module,f568d5a999a59a5aabff2e2f23cb7179
"This list will be used by the ""checkContentForSpam"" validator to validate a text field against STOP words and other SPAM indicators.","Diese Liste wird vom ""checkContentForSpam""-Validator verwendet, um ein Textfeld mit STOP-Wörtern und anderen SPAM-Indikatoren zu überprüfen.",,site/modules/FrontendForms/FrontendForms.module,bc7aafc341a5978f2bd04c20859772d7
"The validator returns false, if a lot of SPAM indicators (not only STOP words) were found, otherwise true.","Der Validator gibt false zurück, wenn viele SPAM-Indikatoren (nicht nur STOP-Wörter) gefunden wurden, ansonsten true.",,site/modules/FrontendForms/FrontendForms.module,38f6995b9ef89f27b1e80d9c2d5f761f
"This validator is especially created for textarea fields, which contain for example a message of a contact form.","Dieser Validator wurde speziell für Texarea-Felder entwickelt, die beispielsweise eine Nachricht eines Kontaktformulars enthalten.",,site/modules/FrontendForms/FrontendForms.module,0ec1afdafb938691c120e2ed55b6fa9b
"This list is for your own custom SPAM words. All other SPAM words (over 60 000) will be taken from %s and will be downloaded to FrontendForms every 4 weeks automatically.","Diese Liste ist für Ihre eigenen benutzerdefinierten SPAM-Wörter. Alle anderen SPAM-Wörter (über 60.000) werden aus %s übernommen und alle 4 Wochen automatisch in FrontendForms heruntergeladen.",,site/modules/FrontendForms/FrontendForms.module,5b761e0a69a936f27a374af9329e6737
"The validator checks whether words from this long list are included in the text, and then marks the text as SPAM.","Der Validator prüft, ob Wörter aus dieser langen Liste im Text enthalten sind, und markiert den Text dann als SPAM.",,site/modules/FrontendForms/FrontendForms.module,e108a8c086d39b0e1af2467862132a59
"The SPAM word list will be checked once every 4 weeks automatically if something has been changed on GitHub.","Die SPAM-Wortliste wird automatisch alle 4 Wochen überprüft, falls sich auf GitHub etwas geändert hat.",,site/modules/FrontendForms/FrontendForms.module,49754ea2c6e133008b608822cbbbd4ac
"Last automatic check for SPAM words via CronJob: %s (%s).","Letzte automatische Überprüfung auf SPAM-Wörter mittels CronJob: %s (%s).",,site/modules/FrontendForms/FrontendForms.module,c788c8c1aac921a3cb15e906efb7e55b
"If you do not want to wait until the next automatic update, you can update the SPAM word list manually by pressing the button below.","Wenn Sie nicht auf das nächste automatische Update warten möchten, können Sie die SPAM-Wortliste manuell aktualisieren, indem Sie den untenstehenden Button drücken.",,site/modules/FrontendForms/FrontendForms.module,19c747a4629d12ed4dc2710b71f6b230
"Update SPAM word list manually","SPAM-Wortliste manuell aktualisieren",,site/modules/FrontendForms/FrontendForms.module,6da37ad56612350dbb17b4345f0b29f8
"Measure 9: Allowed MIME types for uploads","Maßnahme 9: Erlaubte MIME-Typen für Uploads",,site/modules/FrontendForms/FrontendForms.module,bde37efd049d7f41dd17da4d670e28a3
"Define all MIME types that are allowed for file uploads.","Definieren Sie alle MIME-Typen, die für Datei-Uploads erlaubt sind.",,site/modules/FrontendForms/FrontendForms.module,3f0510f3ef0f4b03cc41976daef44b81
"Allowed MIME Types","Erlaubte MIME-Typen",,site/modules/FrontendForms/FrontendForms.module,17bea38ef2ea817cd3cf6616f41f74c1
"Enter the MIME types that are allowed for file uploads, one per line.","Geben Sie die MIME-Typen ein, die für Datei-Uploads erlaubt sind, einer pro Zeile.",,site/modules/FrontendForms/FrontendForms.module,cee082b5329cf7912ef30747f3c1030f
